state,title,publication_date,report_type,sector,audit_year,detail_url,pdf_url,pdf_size_mb,scraped_at,report_no
Haryana,Report No. 2 of the year 2021 on revenue sector for the year ended 31 March 2020 (Government of Haryana),,Financial,Taxes and Duties,2019-20,https://cag.gov.in/en/audit-report/details/114967,/webroot/uploads/download_audit_report/2020/Report No. 2 of 2021_Revenue 2019-20_English-061bc9bc21bcf02.04837208.pdf,,2026-07-22T13:09:48Z,
Haryana,Report No. 3 of the year 2021 General Purpose Financial Report of State Public Sector Enterprises(Government of Haryana),,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/114927,/webroot/uploads/download_audit_report/2020/Report No. 3 of 2021_GPFR 2019-20_English-061bc9341981741.58803010.pdf,,2026-07-22T13:09:48Z,
Haryana,"Report no. 2 of 2020 - Public Sector Undertakings (Social, General and Economic Sectors) Government of Haryana",,Compliance,Industry and Commerce,2018-19,https://cag.gov.in/en/audit-report/details/113284,/webroot/uploads/download_audit_report/2019/Report No. 2 of 2020_PSUs_English_(2018-19)-06042254e34a6f0.13893100.pdf,,2026-07-22T13:10:46Z,2/2020
Haryana,"Report No.1 of 2020 - State Finances, Government of Haryana",,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/110443,/webroot/uploads/download_audit_report/2020/Report_No_1_of_2020_State_Finances_Government_of_Haryana.pdf,,2026-07-22T13:11:03Z,1/2020
Haryana,"Report No. 3 of 2020  Non-Public Sector Undertakings (Social, General and Economic Sectors)",,Compliance,Environment and Sustainable Development,2018-19,https://cag.gov.in/en/audit-report/details/113380,/webroot/uploads/download_audit_report/2019/Report No. 3 of 2020_N-PSUs_English_2018-19-06050acc3c76178.26470394.pdf,,2026-07-22T13:11:18Z,3/2020
Haryana,"Report No. 4 of  2020 - Revenue Sector, Government of Haryana",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/113356,/webroot/uploads/download_audit_report/2019/Report No. 4 of 2020_Revenue_2018-19_English_HR-060509af60bc1f4.09937247.pdf,,2026-07-22T13:11:22Z,4/2020
Haryana,"Report No.4 of 2019 - Revenue Sector, Government of Haryana",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/55758,/webroot/uploads/download_audit_report/2019/Report_No_4_of_2019_Revenue_Sector_Government_of_Haryana.pdf,,2026-07-22T13:11:42Z,4/2019
Haryana,"Report no. 2 of 2019 - PSUs (Social, General and Economic Sectors) Government of Haryana",,Compliance,Social Infrastructure,2018-19,https://cag.gov.in/en/audit-report/details/55745,/webroot/uploads/download_audit_report/2019/Report no. 2 of 2019_PSUs_eng-060cc8b0aee2619.71393308.pdf,,2026-07-22T13:11:42Z,2/2019
Haryana,"Report no. 3 of 2019 - Social, General and Economic Sector (Non-PSU) Government of Haryana",,Compliance,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/55732,/webroot/uploads/download_audit_report/2019/Report_no_3_of_2019_Social_General_and_Economic_Sector_(Non_PSU)_Government_of_Haryana.pdf,,2026-07-22T13:11:42Z,3/2019
Haryana,"Report No.1 of 2019 - State Finances, Government of Haryana",,Financial,Finance,2018-19,https://cag.gov.in/en/audit-report/details/52512,/webroot/uploads/download_audit_report/2019/Report_No_1_of_2019_State_Finances_Government_of_Haryana.pdf,,2026-07-22T13:11:50Z,1/2019
Haryana,Report No.3 of 2017 - Revenue Sector Government of Haryana,,Financial,Taxes and Duties,2016-17,https://cag.gov.in/en/audit-report/details/43970,/webroot/uploads/download_audit_report/2017/Report_No_3_of_2017_-_ Revenue_Sector_Government_of_ Haryana.pdf,,2026-07-22T13:13:03Z,3/2017
Haryana,"Report No.5 of 2017 – Social,General and Economic SectorsGovernment of Haryana",,,Local Bodies,2016-17,https://cag.gov.in/en/audit-report/details/43861,/webroot/uploads/download_audit_report/2017/Report_No_5_of_2017_–_Social_General_and_Economic_Sector_Government_of_Haryana.pdf,,2026-07-22T13:13:03Z,5/2017
Haryana,Report No.4 of 2017 - State Finances Government of Haryana,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/43804,/webroot/uploads/download_audit_report/2017/Report_No_4_of_2017_State_Finances_Government_of_ Haryana_4.pdf,,2026-07-22T13:13:07Z,4/2017
Haryana,Report No.2 of 2017 - Public Sector Undertakings Government of Haryana,,Compliance,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/43384,/webroot/uploads/download_audit_report/2017/Report no. 2 of 2017- PSU - Haryana-060b5fde6ec74f9.72351944.pdf,,2026-07-22T13:13:07Z,2/2017
Haryana,Report No 6 of 2016 - Public Sector Undertakings Haryana,,Compliance,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/28145,/webroot/uploads/download_audit_report/2017/Haryana_Report_No_6_of_2016_PSUs.pdf,,2026-07-22T13:13:44Z,6/2016
Haryana,"Haryana Report 1 of 2017 Non-PSUs Social, General and Economic Sectors",,Compliance,Social Welfare,2016-17,https://cag.gov.in/en/audit-report/details/27510,/webroot/uploads/download_audit_report/2017/Haryana_Report_1_of_2017_Non_PSUs_SGE_Sectors.pdf,,2026-07-22T13:13:48Z,
Haryana,Report 5 of 2016 - Revenue Sector Haryana,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/27828,/webroot/uploads/download_audit_report/2016/Report_5_of_2016_Haryana_Revenue_Sector.pdf,,2026-07-22T13:14:08Z,
Haryana,Report 4 of 2016 - State Finances Haryana,,Financial,Finance,2015-16,https://cag.gov.in/en/audit-report/details/27789,/webroot/uploads/download_audit_report/2016/Haryana_Report_4_of_2016_State_Finances.pdf,,2026-07-22T13:14:08Z,
Haryana,Report No 3 of 2016 - Social General and Economic Sectors Non-PSU Government of Haryana,,Compliance,Environment and Sustainable Development,2015-16,https://cag.gov.in/en/audit-report/details/20525,/webroot/uploads/download_audit_report/2016/Haryana_ Social_General_and_Economic_Sectors_Non_PSU_Report_3_2016.pdf,,2026-07-22T13:14:45Z,3/2016
Haryana,Report No 1 of 2016 - Revenue Sector Government of Haryana,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/20352,/webroot/uploads/download_audit_report/2016/Haryana_Revenue_Sector_Report_1_2016.pdf,,2026-07-22T13:14:45Z,1/2016
Haryana,Report No 2 of 2016 - Public Sector Undertakings Government of Haryana,,Compliance,Power & Energy,2015-16,https://cag.gov.in/en/audit-report/details/20341,/webroot/uploads/download_audit_report/2016/Report_No_2_of_2016_-_Public_Sector_Undertakings_Government_of_Haryana.pdf,,2026-07-22T13:14:49Z,2/2016
Haryana,Report of 2015 - State Finance Government of Haryana,,Financial,Finance,2014-15,https://cag.gov.in/en/audit-report/details/20516,/webroot/uploads/download_audit_report/2015/Haryana_State_Finance_Report_2015.pdf,,2026-07-22T13:15:14Z,
Haryana,Report No. 3 of 2015 - Compliance on Revenue Sector of Government of Haryana,,Financial,Taxes and Duties,2014-15,https://cag.gov.in/en/audit-report/details/5178,/webroot/uploads/download_audit_report/2015/Haryana_Report_3_2015.pdf,,2026-07-22T13:15:40Z,3/2015
Haryana,"Report No. 2 of 2015 - Compliance and Performance Audit on Social, General and Economic Sectors (Non Public Sector Undertakings) of Government of Haryana",,Performance,Finance,2014-15,https://cag.gov.in/en/audit-report/details/5163,/webroot/uploads/download_audit_report/2015/Haryana_Report_2_2015.pdf,,2026-07-22T13:15:40Z,2/2015
Haryana,"Report No. 1 of 2015 - Compliance, Financial and Performance Audit on  Economic and Social Sectors (Public Sector Undertakings) of Government of Haryana",,Performance,Finance,2014-15,https://cag.gov.in/en/audit-report/details/5151,/webroot/uploads/download_audit_report/2015/Haryana_Report_1_2015.pdf,,2026-07-22T13:15:40Z,1/2015
Haryana,"Report of 2015 - Compliance, Financial and Performance Audit on State Finances of Government of Haryana",,Performance,Finance,2014-15,https://cag.gov.in/en/audit-report/details/5136,/webroot/uploads/download_audit_report/2015/Haryana_SF_2015.pdf,,2026-07-22T13:15:40Z,
Haryana,"Report of 2014 - Compliance, Financial and Performance Audit on State Finances of Government of Haryana",,Performance,Finance,2013-14,https://cag.gov.in/en/audit-report/details/5123,/webroot/uploads/download_audit_report/2014/Haryana_SF_2014.pdf,,2026-07-22T13:21:10Z,
Haryana,"Report No. 2 of 2014 - Performance Audit on Social, General and Economic Sectors (Non-Public Sector Undertakings) of Government of Haryana",,Performance,Finance,2013-14,https://cag.gov.in/en/audit-report/details/5110,/webroot/uploads/download_audit_report/2014/Haryana_Report_2_2014.pdf,,2026-07-22T13:21:10Z,2/2014
Haryana,Report No. 1 of 2014 - Performance Audit on Revenue Sectors of Government of Haryana,,Performance,Taxes and Duties,2013-14,https://cag.gov.in/en/audit-report/details/5102,/webroot/uploads/download_audit_report/2014/Haryana_Report_1_2014.pdf,,2026-07-22T13:21:10Z,1/2014
Haryana,Report of 2011 - Compliance and Financial Audit on State Finance of Government of Haryana,,Financial,Finance,2010-11,https://cag.gov.in/en/audit-report/details/4951,/webroot/uploads/download_audit_report/2011/Haryana_SF_2011.pdf,,2026-07-22T13:43:00Z,
Haryana,Report of 2011 - Performance Audit on Revenue of Government of Haryana,,Performance,Taxes and Duties,2010-11,https://cag.gov.in/en/audit-report/details/4932,/webroot/uploads/download_audit_report/2011/Haryana_Revenue_2011.pdf,,2026-07-22T13:43:00Z,
Haryana,Report of 2011 - Financial Audit on Commercial of Government of Haryana,,Financial,Finance,2010-11,https://cag.gov.in/en/audit-report/details/4926,/webroot/uploads/download_audit_report/2011/Haryana_Commercial_2011.pdf,,2026-07-22T13:43:00Z,
Haryana,Report of 2011 - Performance Audit on Civil of Government of Haryana,,Performance,Local Bodies,2010-11,https://cag.gov.in/en/audit-report/details/4908,/webroot/uploads/download_audit_report/2011/Audit Report 2011-060c9c458195dd6.10273028.pdf,,2026-07-22T13:43:03Z,
Haryana,Report of 2010 - Compliance and Financial Audit on State Finances of Government of Haryana,,Financial,Finance,2009-10,https://cag.gov.in/en/audit-report/details/4895,/webroot/uploads/download_audit_report/2010/Haryana_SF_2010.pdf,,2026-07-22T13:43:49Z,
Haryana,Report of 2010 - Financial Audit on Revenue of Government of Haryana,,Financial,Taxes and Duties,2009-10,https://cag.gov.in/en/audit-report/details/4876,/webroot/uploads/download_audit_report/2010/Haryana_Revenue_2010.pdf,,2026-07-22T13:43:52Z,
Haryana,Report of 2010 - Financial Audit on Commercial of Government of Haryana,,Financial,Finance,2009-10,https://cag.gov.in/en/audit-report/details/4865,/webroot/uploads/download_audit_report/2010/Haryana_Commercial_2010.pdf,,2026-07-22T13:43:52Z,
Haryana,Report of 2010 - Performance Audit on Civil of Government of Haryana,,Performance,Finance,2009-10,https://cag.gov.in/en/audit-report/details/4851,/webroot/uploads/download_audit_report/2010/Haryana_Civil_2010.pdf,,2026-07-22T13:43:52Z,
Haryana,Report of 2009 - Compliance and Financial  Audit on State Finance of Government of Haryana,,Financial,Finance,2008-09,https://cag.gov.in/en/audit-report/details/4840,/webroot/uploads/download_audit_report/2009/Haryana_SF_2009.pdf,,2026-07-22T13:44:33Z,
Haryana,Report of 2009 - Financial Audit on Revenue of Government of Haryana,,Financial,Taxes and Duties,2008-09,https://cag.gov.in/en/audit-report/details/4809,/webroot/uploads/download_audit_report/2009/Haryana_Revenue_2009.pdf,,2026-07-22T13:44:37Z,
Haryana,Report of 2009 - Financial Audit on Commercial of Government of Haryana,,Financial,Finance,2008-09,https://cag.gov.in/en/audit-report/details/4797,/webroot/uploads/download_audit_report/2009/Haryana_Commercial_2009.pdf,,2026-07-22T13:44:37Z,
Haryana,Report of 2009 - Performance Audit on Civil of Government of Haryana,,Performance,Finance,2008-09,https://cag.gov.in/en/audit-report/details/4791,/webroot/uploads/download_audit_report/2009/Haryana_Civil_2009.pdf,,2026-07-22T13:44:37Z,
Himachal Pradesh,Compliance Audit Report of the Comptroller and Auditor General of India for the period ended March 2023 Government of Himachal Pradesh Report No. 4 of 2025 (Hindi),,Compliance,,2022-23,https://cag.gov.in/en/audit-report/details/125093,/webroot/uploads/download_audit_report/2023/Report-No.-4-of-2025-Comp-AR_HP_Hindi_03-02-2026-signed-069cca8888d2522.43822579.pdf,,2026-07-22T13:04:45Z,4/2025
Himachal Pradesh,Compliance Audit Report of the Comptroller and Auditor General of India for the period ended March 2023 Government of Himachal Pradesh Report No. 4 of 2025 (English),,Compliance,,2022-23,https://cag.gov.in/en/audit-report/details/125092,/webroot/uploads/download_audit_report/2023/Report-No.-4-of-2025-Comp-AR_HP_English_03-02-2026-signed-069cca7e1087676.12583669.pdf,,2026-07-22T13:04:45Z,4/2025
Himachal Pradesh,Compliance Audit Report - II  of the Comptroller and Auditor General of India for the year 2021-22 Government of Himachal Pradesh Report No. 3 of 2025 (CAR-II),,Compliance,,2021-22,https://cag.gov.in/en/audit-report/details/123476,/webroot/uploads/download_audit_report/2025/CAR--II-(2021-22)-English-06932c5ef47ff10.28539780.pdf,,2026-07-22T13:05:16Z,3/2025
Himachal Pradesh,Compliance Audit Report - I  of the Comptroller and Auditor General of India for the year 2021-22 Government of Himachal Pradesh Report No. 2 of 2025 (CAR-I),,Compliance,,2021-22,https://cag.gov.in/en/audit-report/details/123475,/webroot/uploads/download_audit_report/2025/Himachal-Report-No.-02-CAR-I-English-06932c40dc33557.79875130.pdf,,2026-07-22T13:05:16Z,2/2025
Himachal Pradesh,Report of the Comptroller and Auditor General of India on State Finances for the year 2023-24 Government of Himachal Pradesh Report No. 1 of 2025 (State Finances Audit Report),,Financial,,2023-24,https://cag.gov.in/en/audit-report/details/123068,/webroot/uploads/download_audit_report/2024/Report-No.-1-of-2025_SFAR-2023-24-HP_English-(07-07-2025)-068b191e8f32308.10850578.pdf,,2026-07-22T13:05:26Z,1/2025
Himachal Pradesh,Report of the Comptroller and Auditor General of India on Performance Audit on Compensatory Afforestation in Himachal Pradesh (English),,Performance,Environment and Sustainable Development,2023-24,https://cag.gov.in/en/audit-report/details/122677,/webroot/uploads/download_audit_report/2024/Report-No.-3-of-2024_PA-on-Afforestation-HP_English-068ad54eeafc563.77352774.pdf,,2026-07-22T13:06:12Z,
Himachal Pradesh,Report of the Comptroller and Auditor General of India on State Finances for the year 2022-23 Government of Himachal Pradesh Report No. 1 of 2024 (State Finances Audit Report),,Financial,,2022-23,https://cag.gov.in/en/audit-report/details/121324,/webroot/uploads/download_audit_report/2024/SFAR-2022-23-HP_Report-No.-1-of-2024_English-(21-11-2024)-067723a8cb8cee4.29305485.pdf,,2026-07-22T13:06:23Z,1/2024
Himachal Pradesh,Performance Audit on Public Health Infrastructure and Management of Health Services,,Performance,"Education, Health & Family Welfare",2023-24,https://cag.gov.in/en/audit-report/details/121312,/webroot/uploads/download_audit_report/2024/Signed-PHIMS-report-English-0677236427a9b89.40925360.pdf,,2026-07-22T13:06:23Z,
Himachal Pradesh,Report of the Comptroller and Auditor General of India on Performance Audit on Drinking Water Services in Himachal Pradesh Government of Himachal Pradesh Report No. 1 of the year 2023,,Performance,General Sector Ministries and Constitutional Bodies,2022-23,https://cag.gov.in/en/audit-report/details/118715,/webroot/uploads/download_audit_report/2023/Report-No.-1-of-2023-PA-on-DWS-English-(24-03-2023)-0642d5de3ad25d3.78517241.pdf,,2026-07-22T13:07:46Z,
Himachal Pradesh,State Finances Audit Report of the Comptroller And Auditor General of India for the year ended 31 March 2022 Government of Himachal Pradesh Report No. 2 of the year 2023,,Financial,,2021-22,https://cag.gov.in/en/audit-report/details/118699,/webroot/uploads/download_audit_report/2023/SFAR-2021-22-Report-No.-2-of-2023-English-(04-04-2023)-0642d5b3b01cd09.40765029.pdf,,2026-07-22T13:07:46Z,
Himachal Pradesh,Report of the Comptroller and Auditor General of India on Compliance Audit for the year ended 31 March 2021,,Compliance,,2020-21,https://cag.gov.in/en/audit-report/details/118681,/webroot/uploads/download_audit_report/2022/Report-No.-4-of-2022-Compliance-English-(22-12-2022)-0642d57b33e8a99.75666550.pdf,,2026-07-22T13:08:24Z,
Himachal Pradesh,"Report of the Comptroller and Auditor General of India on Efficacy of Implementation of 74th Constitution Amendment Act, 1992",,,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/118661,/webroot/uploads/download_audit_report/2022/Report-No.-1-of-2022_HP_74th-CAA_English_(06-7-2022)-0642ac153bb0ba6.52604316.pdf,,2026-07-22T13:08:28Z,
Himachal Pradesh,Report of the Comptroller and Auditor General of India on Status of Direct Benefit Transfer  of Social Security Pension Schemes in Himachal Pradesh for the year ended 31 March 2021,,,Social Welfare,2020-21,https://cag.gov.in/en/audit-report/details/118298,/webroot/uploads/download_audit_report/2022/Report-No.-3-of-2022_DBT_English_(25-07-2022)-06414123da47150.71751753.pdf,,2026-07-22T13:08:33Z,
Himachal Pradesh,Government of Himachal Pradesh Report No. 2 of the year 2022: State Finances Audit Report of the C&AG for the year ended 31 March 2021,,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/117017,/webroot/uploads/download_audit_report/2022/SFAR 2020-21_Report No. 2 of 2022_English_(25-7-2022)-062f792084236b0.50980051.pdf,,2026-07-22T13:08:54Z,
Himachal Pradesh,"Report No. 6 of 2021 - Compliance Audit of Social, General and Economic Sectors, Government of Himachal Pradesh.",,Compliance,Agriculture and Rural Development,2020-21,https://cag.gov.in/en/audit-report/details/116498,/webroot/uploads/download_audit_report/2021/Report No. 6 of 2021 Govt. of Himachal Pradesh_SGES-062cbf2c932f500.78040785.pdf,,2026-07-22T13:09:30Z,6/2021
Himachal Pradesh,Government of Himachal Pradesh Report No. 5 of the year 2021 :  Report of  the Comptroller and Auditor General of India on Revenue Sector for the year ended 31 March 2020,,Financial,Taxes and Duties,2019-20,https://cag.gov.in/en/audit-report/details/114822,/webroot/uploads/download_audit_report/2021/Report No. 5 of 2021_Revenue 2019-20_English_PDF-061b9e28b7ee153.86627462.pdf,,2026-07-22T13:09:52Z,
Himachal Pradesh,Government of Himachal Pradesh Report No. 4 of the year 2021 General Purpose Financial Report of State Public Sector Enterprises :  Report of  the Comptroller and Auditor General of India for the year ended 31 March 2020,,Financial,Industry and Commerce,2019-20,https://cag.gov.in/en/audit-report/details/114795,/webroot/uploads/download_audit_report/2021/Report No. 4 of 2021_GPFR 2019-20_English-061b9db2cbf5322.72252554.pdf,,2026-07-22T13:09:52Z,
Himachal Pradesh,Government of Himachal Pradesh Report no. 3 of the year 2021:  State Finances Audit Report of  the Comptroller and Auditor General of India for the year ended 31 March 2020,,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/114775,/webroot/uploads/download_audit_report/2021/SFAR 2019-20_Report No. 3 of 2021_English-061b9d420de0021.34785691.pdf,,2026-07-22T13:09:52Z,
Himachal Pradesh,"Government of Himachal Pradesh - Report No. 2 of the year 2021 : Report of the Comptroller and Auditor General of India on Social, General and Economic Sectors (Non-Public Sector Undertakings) for the year ended 31 March 2019",,Compliance,Finance,2018-19,https://cag.gov.in/en/audit-report/details/114173,/webroot/uploads/download_audit_report/2021/Report No. 2 of 2021_N-PSUs 2018-19_English-061164670ed24b6.45465549.pdf,,2026-07-22T13:10:13Z,
Himachal Pradesh,Government of Himachal Pradesh - Report No. 1 of 2021 : Report of the Comptroller and Auditor General of India on Revenue Sector and Public Sector Undertakings for the year ended 31 March 2019,,Financial,Power & Energy,2018-19,https://cag.gov.in/en/audit-report/details/114150,/webroot/uploads/download_audit_report/2021/Report No. 1 of 2021_(Revenue PSUs)_English (1)-061163eff1de0d3.26010478.pdf,,2026-07-22T13:10:13Z,1/2021
Himachal Pradesh,"Report No.1 of 2020 - State Finance, Government of Himachal Pradesh",,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/110856,/webroot/uploads/download_audit_report/2020/Report_No_1_of_2020_State_Finance_Government_of_Himachal_Pradesh-05f91765ad58c94.28800927.pdf,,2026-07-22T13:10:58Z,1/2020
Himachal Pradesh,Report No. 3 of 2019 - PSUs (Economic Sector) Government of Himachal Pradesh,,Compliance,Power & Energy,2018-19,https://cag.gov.in/en/audit-report/details/65553,/webroot/uploads/download_audit_report/2019/Report No. 3 of 2019_(PSUs)_English.pdf,,2026-07-22T13:11:26Z,3/2019
Himachal Pradesh,"Report No. 2 of 2019 - Revenue Sector, Government of Himachal Pradesh",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/56257,/webroot/uploads/download_audit_report/2019/Report_No_2_of_2019_Revenue_Sector_Government_of_Himachal_Pradesh.pdf,,2026-07-22T13:11:38Z,2/2019
Himachal Pradesh,"Report No. 1 of 2019 - State Finance, Government of Himachal Pradesh",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/56248,/webroot/uploads/download_audit_report/2019/Report_No_1_of_2019_State_Finance_Government_of_Himachal_Pradesh.pdf,,2026-07-22T13:11:38Z,1/2019
Himachal Pradesh,"Report no. 4 of 2019 - Social, General and Economic (Non-PSUs) Sector Government of Himachal Pradesh",,Compliance,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/56180,/webroot/uploads/download_audit_report/2019/Report_no_4_of_2019_Social_General_and_Economic_(Non_PSUs)_Sector_Government_of_Himachal_Pradesh.pdf,,2026-07-22T13:11:38Z,4/2019
Himachal Pradesh,Report No.1 of 2018 - Public Sector Undertakings (Economic Sector) Government of Himachal Pradesh,,Compliance,Finance,2017-18,https://cag.gov.in/en/audit-report/details/45548,/webroot/uploads/download_audit_report/2018/Report_No_1_of_2018_-_Public_Sector_Undertakings_(Economic_Sector)_Government_of_Himachal_Pradesh.pdf,,2026-07-22T13:12:32Z,1/2018
Himachal Pradesh,Report No. 4 of 2017 - State Finance  Government of Himachal Pradesh,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/112337,/webroot/uploads/download_audit_report/2017/SFR Report No. 4 English-05f92a9995fe7a0.29610572.pdf,,2026-07-22T13:12:49Z,4/2017
Himachal Pradesh,Report No. 5 of 2017 - Revenue Sector Government of Himachal Pradesh,,Financial,Taxes and Duties,2016-17,https://cag.gov.in/en/audit-report/details/112318,/webroot/uploads/download_audit_report/2017/Full Report-05f92a5bd1ebcb0.81708196.pdf,,2026-07-22T13:12:49Z,5/2017
Himachal Pradesh,"Report No.6 of 2017 – Social, General and Economic Sectors Government of Himachal Pradesh",,,Agriculture and Rural Development,2016-17,https://cag.gov.in/en/audit-report/details/44066,/webroot/uploads/download_audit_report/2017/Report_No_6_of_2017_–_Social_General_and_Economic_Sector_Government_of_Himachal _Pradesh.pdf,,2026-07-22T13:13:03Z,6/2017
Himachal Pradesh,Annual Technical Inspection Report of 2017 - Panchayati Raj Institutions and Urban Local Bodies Government of Himachal Pradesh,,Compliance,Local Bodies,2016-17,https://cag.gov.in/en/audit-report/details/33316,/webroot/uploads/download_audit_report/2017/Annual_Technical_Inspection_Report_of_2017_-_Panchayati_Raj_Institutions_and_Urban_Local_Bodies_Government_of_Himachal_Pradesh.pdf,,2026-07-22T13:13:11Z,
Himachal Pradesh,Report No 1 of 2017 - Revenue Sector Himachal Pradesh,,Financial,Taxes and Duties,2016-17,https://cag.gov.in/en/audit-report/details/28640,/webroot/uploads/download_audit_report/2017/HP_Report_No_1_of_2017_on_Revenue_Sector.pdf,,2026-07-22T13:13:32Z,1/2017
Himachal Pradesh,Report No 4 of 2016 - State Finances Himachal Pradesh,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/28368,/webroot/uploads/download_audit_report/2017/Report_No_4_of_2016_Himachal_Pradesh_State_Finances.pdf,,2026-07-22T13:13:44Z,4/2016
Himachal Pradesh,Report No 3 of 2017 - Social General Economic Sectors Non PSUs Himachal Pradesh,,Compliance,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/28356,/webroot/uploads/download_audit_report/2017/Himachal_Pradesh_Report_No_3_of_2017_Social_General_Economic_Sectors_Non_PSUs.pdf,,2026-07-22T13:13:44Z,3/2017
Himachal Pradesh,Annual Technical Inspection Report 2016 - PRI and ULB Himachal Pradesh,,,Local Bodies,2015-16,https://cag.gov.in/en/audit-report/details/25275,/webroot/uploads/download_audit_report/2016/Himachal_Pradesh_ATIR_on_PRI_and_ULB_of_2016.pdf,,2026-07-22T13:14:11Z,
Himachal Pradesh,Report No 2 of 2016 - Public Sector Undertakings (Economic Sector) Government of Himachal Pradesh,,Compliance,Power & Energy,2015-16,https://cag.gov.in/en/audit-report/details/21502,/webroot/uploads/download_audit_report/2016/Report_2_2016_Public_Sector_Undertakings_Economic_Sector_Himachal_Pradesh.pdf,,2026-07-22T13:14:37Z,2/2016
Himachal Pradesh,Report No 1 of 2016 - Revenue Sector Government of Himachal Pradesh,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/21277,/webroot/uploads/download_audit_report/2016/Himachal_Pradesh_Revenue_Sector_Report_1_2016.pdf,,2026-07-22T13:14:37Z,1/2016
Himachal Pradesh,Report No 3 of 2016 - Social General and Economic Sectors Non-PSUs Government of Himachal Pradesh,,Compliance,Finance,2015-16,https://cag.gov.in/en/audit-report/details/21209,/webroot/uploads/download_audit_report/2016/Himachal_Pradesh_Social_General_and_Economic_Sectors_Non_PSUs_Report_3_2016.pdf,,2026-07-22T13:14:41Z,3/2016
Himachal Pradesh,Report 2016 - State Finances Government of Himachal Pradesh,,Financial,Finance,2015-16,https://cag.gov.in/en/audit-report/details/21200,/webroot/uploads/download_audit_report/2016/Himachal_Pradesh_State_Finances_Report_2016.pdf,,2026-07-22T13:14:41Z,
Himachal Pradesh,Report No. 1 of 2015 - Compliance and Performance Audit on Revenue Sector of Government of Himachal Pradesh,,Performance,,2014-15,https://cag.gov.in/en/audit-report/details/7311,/webroot/uploads/download_audit_report/2015/Himachal_Pradesh_Report_1_2015.pdf,,2026-07-22T13:15:36Z,1/2015
Himachal Pradesh,"Report No. 3 of 2014 - Compliance and Performance Audit on Social,General and Economic Sector (Non Public Sector Undertakings) of Government of Himachal Pradesh",,Performance,Transport & Infrastructure,2013-14,https://cag.gov.in/en/audit-report/details/7222,/webroot/uploads/download_audit_report/2014/Himachal_Pradesh_Report_3_2014.pdf,,2026-07-22T13:16:21Z,3/2014
Himachal Pradesh,Report No. 2 of 2014 - Performance Audit on Public Sector Undertakings (Economic Sector) of Government of Himachal Pradesh,,Performance,,2013-14,https://cag.gov.in/en/audit-report/details/7114,/webroot/uploads/download_audit_report/2014/Himachal_Pradesh_Report_2_2014.pdf,,2026-07-22T13:16:21Z,2/2014
Himachal Pradesh,"Report of 2013 - Compliance, Financial and Performance Audit on State Finances of Government of Himachal Pradesh",,Performance,,2012-13,https://cag.gov.in/en/audit-report/details/7001,/webroot/uploads/download_audit_report/2013/Himachal_Pradesh_SF_2013.pdf,,2026-07-22T13:31:08Z,
Himachal Pradesh,"Report No. 3 of 2013 - Compliance and Performance Audit on Social,General and Economic Sector (Non Public Sector Undertakings) of Government of Himachal Pradesh",,Performance,Transport & Infrastructure,2012-13,https://cag.gov.in/en/audit-report/details/6925,/webroot/uploads/download_audit_report/2013/Himachal_Pradesh_Report_3_2013.pdf,,2026-07-22T13:31:08Z,3/2013
Himachal Pradesh,Report No. 2 of 2013 - Performance Audit on Public Sector Undertakings (Economic Sector) of Government of Himachal Pradesh,,Performance,,2012-13,https://cag.gov.in/en/audit-report/details/6859,/webroot/uploads/download_audit_report/2013/Himachal_Pradesh_Report_2_2013.pdf,,2026-07-22T13:31:14Z,2/2013
Himachal Pradesh,Report No. 1 of 2013 - Performance Audit on Revenue Sector of Government of Himachal Pradesh,,Performance,,2012-13,https://cag.gov.in/en/audit-report/details/6727,/webroot/uploads/download_audit_report/2013/Himachal_Pradesh_Report_1_2013.pdf,,2026-07-22T13:31:14Z,1/2013
