state,title,publication_date,report_type,sector,audit_year,detail_url,pdf_url,pdf_size_mb,scraped_at,report_no
Rajasthan,Report of the Comptroller and Auditor General of India for the year ended 31 March 2021 - Government of Rajasthan (Compliance Audit)(Report No. 2 of the year 2024),,Compliance,Industry and Commerce,2020-21,https://cag.gov.in/en/audit-report/details/119921,/webroot/uploads/download_audit_report/2024/Report-of-the-Comptroller-and-Auditor-General-of-India-for-the-year-ended-31-March-2021---Government-of-Rajasthan-(Compliance-Audit)-(Report-No.-2-of-the-year-2024-066a1014eb55814.71614879.pdf,,2026-07-22T13:06:53Z,
Rajasthan,Report No.1 of the year 2024 Standalone Performance Audit Report on Implementation of Ujwal Discom Assurance Yojana in Rajasthan,,Performance,Power & Energy,2023-24,https://cag.gov.in/en/audit-report/details/119901,/webroot/uploads/download_audit_report/2024/Report-No.-1-of-the-year-2024-Performance-Audit-on-Implementation-of-Ujwal-DISCOM-Assuraance-Yojana-in-Rajasthan-for-the-year-ended-31-March-2021-066a0f2cf213657.27582322.pdf,,2026-07-22T13:06:53Z,
Rajasthan,"Report No. 2 of the Year 2023 - State Finances Audit Report for the year ended 31 March 2022, Government of Rajasthan .",,Financial,Finance,2021-22,https://cag.gov.in/en/audit-report/details/118886,/webroot/uploads/download_audit_report/2023/SFAR-2021-22-(English)-Searchable-064b7d3fc4cf287.95075935.pdf,,2026-07-22T13:07:46Z,
Rajasthan,"Report No. 1 of the year 2023 - Performance audit of Implementation of Rights of Persons with Disabilities Act, 2016, Government of Rajasthan",,Performance,Social Welfare,2022-23,https://cag.gov.in/en/audit-report/details/118866,/webroot/uploads/download_audit_report/2023/PAG-(Au-I)-Raj-Rights-of-Persons_Report_Eng-1_OCR-064b7cfee846c19.93032773.pdf,,2026-07-22T13:07:46Z,
Rajasthan,Report of the Comptroller and Auditor General of India on Panchayati Raj Institutions for the year ended 31 March 2021 Government of Rajasthan (Report No. 6 of the year 2022),,Compliance,Local Bodies,2020-21,https://cag.gov.in/en/audit-report/details/118142,/webroot/uploads/download_audit_report/2022/Full-AR-PRI-2020-21-(English)-GOR-Searchable-063ff2100ce2b26.02722946.pdf,,2026-07-22T13:08:33Z,
Rajasthan,Report of the Comptroller and Auditor General of India for the year ended 31 March 2020 Performance Audit on ‘Illegal Mining in Rajasthan’ - Government of Rajasthan  (Report No. 8 of the year 2022),,Performance,Taxes and Duties,2019-20,https://cag.gov.in/en/audit-report/details/118114,/webroot/uploads/download_audit_report/2022/Report-8_English-063fdee3f433ec4.34264753.pdf,,2026-07-22T13:08:33Z,
Rajasthan,Report of the Comptroller and Auditor General of India on Urban Local Bodies and Urban Development and Housing for the year ended 31 March 2021-Government of Rajassthan-Report No. 10 of the year 2022,,,Local Bodies,2020-21,https://cag.gov.in/en/audit-report/details/118100,/webroot/uploads/download_audit_report/2022/Report-No.-10-of-the-year-2022-English-GoR-063fdd8a69b0f23.19051155.pdf,,2026-07-22T13:08:43Z,
Rajasthan,Report No. 9 of the year 2022 General Purpose Financial Reports of State Public Sector Enterprises for the year ended 31 March 2021,,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/118082,/webroot/uploads/download_audit_report/2022/Report-No.-9-of-the-year-2022-General-Purpose-Financial-Reports-of-State-Public-Sector-Enterprises-for-the-year-ended-31-March-2021-063fdc9dcee5d89.56914295.pdf,,2026-07-22T13:08:43Z,
Rajasthan,Report No. 7 of the year 2022 Performance Audit on Implementation of Deendayal Upadhyaya Gram Jyoti Yojana in Rajasthan for the year ended 31 March 2020,,Performance,Power & Energy,2019-20,https://cag.gov.in/en/audit-report/details/118060,/webroot/uploads/download_audit_report/2022/Report-No.-7-of-the-year-2022-Performance-Audit-on--Implementation-of-Deendayal-Upadhayaya-Gram-Jyoti-Yojana-in-Rajasthan-for-the-year-ended-31-March-2020-063fdc442597375.20524306.pdf,,2026-07-22T13:08:43Z,
Rajasthan,"Report No. 4 of the year 2022 - Performance audit of Prevention, Protection and Redressal of Crime against Women in Rajasthan, Government of Rajasthan.",,Performance,Social Welfare,2021-22,https://cag.gov.in/en/audit-report/details/117454,/webroot/uploads/download_audit_report/2022/1. Standalone Report Crime Against Women-English Complete Report-0632c3337056ae5.56767076.pdf,,2026-07-22T13:08:46Z,
Rajasthan,"Report No. 3 of the Year 2022 - State Finances Audit Report for the year ended 31 March 2021, Government of Rajasthan .",,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/117436,/webroot/uploads/download_audit_report/2022/SFAR_English-0632c28582e6c10.06929775.pdf,,2026-07-22T13:08:50Z,
Rajasthan,"Report No. 2 of the year 2022 - Audit of Local Bodies in Rajasthan for the year ended 31 March 2020, Government of Rajasthan.",,,Local Bodies,2019-20,https://cag.gov.in/en/audit-report/details/117397,/webroot/uploads/download_audit_report/2022/AR REPORT LB ENGLISH Combined-0632c0c6ba362e0.34289980.pdf,,2026-07-22T13:08:50Z,
Rajasthan,"Report No. 1 of the year 2022 - Compliance Audit of selected Departments of Government of Rajasthan for the year ended 31 March 2021, Government of Rajasthan.",,Compliance,Finance,2020-21,https://cag.gov.in/en/audit-report/details/117363,/webroot/uploads/download_audit_report/2022/AR (CA) ENGLISH Combined-0632c082db435d6.55567562.pdf,,2026-07-22T13:08:50Z,
Rajasthan,Report No. 5 of the year 2022 -Performance Audit of Direct Benefit Transfer,,Performance,Finance,2021-22,https://cag.gov.in/en/audit-report/details/117237,/webroot/uploads/download_audit_report/2022/1. English Report on PA fo DBT Pdf-0632abb50b3dbe9.00350272.pdf,,2026-07-22T13:08:50Z,
Rajasthan,Report of the Comptroller and Auditor General of India for the year ended  31 March 2020 - Government of Rajasthan (Compliance Audit) (Report No. 7 of the year 2021),,Compliance,Environment and Sustainable Development,2019-20,https://cag.gov.in/en/audit-report/details/115484,/webroot/uploads/download_audit_report/2021/Report No. 7 of the year 2021 (Compliance Audit) for the year ended 31 March 2020-0622b37bca85b43.42459240.pdf,,2026-07-22T13:09:44Z,
Rajasthan,Report of the Comptroller and Auditor General of India on ‘Performance Audit of Outcomes in Surface Irrigation in Rajasthan’ (Report No. 6 of the year 2021),,Performance,Agriculture and Rural Development,2020-21,https://cag.gov.in/en/audit-report/details/115462,/webroot/uploads/download_audit_report/2021/Full Report-English-Surface-0622b290db380f3.44452033.pdf,,2026-07-22T13:09:44Z,
Rajasthan,Report of the Comptroller and Auditor General of India on ‘Performance Audit of Efficacy of implementation of 74th Constitutional Amendment Act’ (Report No. 5 of the year 2021),,Performance,Local Bodies,2020-21,https://cag.gov.in/en/audit-report/details/115436,/webroot/uploads/download_audit_report/2021/Full Report-English-74th CAA-0622b24e8505c47.07308141.pdf,,2026-07-22T13:09:44Z,
Rajasthan,Report No. 4 of the year 2021 General Purpose Financial Reports of State Public Sector Enterprises for the year ended 31 March 2020,,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/115416,/webroot/uploads/download_audit_report/2021/GPFR Report 2019-20 (English)-0622b16e0edf3c0.56825054.pdf,,2026-07-22T13:09:44Z,
Rajasthan,Government of Rajasthan Report No. 3 of 2021- State Finances Audit Report of the Comptroller and Auditor General of India for the year ended March 2020,,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/114381,/webroot/uploads/download_audit_report/2021/SFAR ENGLISH-06142d7dde112c7.74690491.pdf,,2026-07-22T13:10:04Z,3/2021
Rajasthan,"Government of Rajasthan Report No. 1 of 2021- Performance Audit of Outcomes of Higher Education, Report of the Comptroller and Auditor General of India for the period 2014-2019",,Performance,"Education, Health & Family Welfare",2014-20,https://cag.gov.in/en/audit-report/details/114378,/webroot/uploads/download_audit_report/2021/HEO-English-1-2021-06142e8ee14b740.07508496.pdf,,2026-07-22T13:10:04Z,1/2021
Rajasthan,Government of Rajasthan Report No. 2 of 2021- Compliance Audit Report of the Comptroller and Auditor General of India for the year ended March 2020,,Compliance,Industry and Commerce,2019-20,https://cag.gov.in/en/audit-report/details/114354,/webroot/uploads/download_audit_report/2021/Audit Report (Compliance Audit)-2019-20 GoR- English-061419a74f2cc56.33049958.pdf,,2026-07-22T13:10:04Z,2/2021
Rajasthan,"Report No. 1 of 2020 - General and Social Sector, Government of Rajasthan",,,Social Infrastructure,2019-20,https://cag.gov.in/en/audit-report/details/109650,/webroot/uploads/download_audit_report/2020/Report_No_1_of_2020_General_and_Social_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:11:03Z,1/2020
Rajasthan,"Report No.2 of 2020 - Economic and Revenue Sector, Government of Rajasthan",,Financial,Taxes and Duties,2019-20,https://cag.gov.in/en/audit-report/details/109554,/webroot/uploads/download_audit_report/2020/Report_No_2_of_2020_Economic_and_Revenue_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:11:03Z,2/2020
Rajasthan,"Report No.3 of 2020 - State Finances, Government of Rajasthan",,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/109042,/webroot/uploads/download_audit_report/2020/Report_No_3_of_2020_State_Finances_Government_of_Rajasthan.pdf,,2026-07-22T13:11:03Z,3/2020
Rajasthan,"Report No.4 of 2020 - Public Sector Undertakings, Government of Rajasthan",,Compliance,Industry and Commerce,2019-20,https://cag.gov.in/en/audit-report/details/109010,/webroot/uploads/download_audit_report/2020/Report_No_4_of_2020_Public_Sector_Undertakings_Government_of_Rajasthan.pdf,,2026-07-22T13:11:06Z,4/2020
Rajasthan,"Report No. 4 of 2019 - General and Social Sector, Government of Rajasthan",,,Social Infrastructure,2018-19,https://cag.gov.in/en/audit-report/details/58315,/webroot/uploads/download_audit_report/2019/Report_No_4_of_2019_General_and_Social_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:11:26Z,4/2019
Rajasthan,"Report no. 5 of 2019 - Economic Sector, Government of Rajasthan",,,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/58164,/webroot/uploads/download_audit_report/2019/Report_no_5_of_2019_Economic_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:11:30Z,5/2019
Rajasthan,"Report No.3 of 2019 - Public Sector Undertakings, Government of Rajasthan",,Compliance,Transport & Infrastructure,2018-19,https://cag.gov.in/en/audit-report/details/52281,/webroot/uploads/download_audit_report/2019/Report_No_3_of_2019_Public_Sector_Undertakings_Government_of_Rajasthan.pdf,,2026-07-22T13:11:50Z,3/2019
Rajasthan,"Report No.2 of 2019 - State Finances, Government of Rajasthan",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/52205,/webroot/uploads/download_audit_report/2019/Report_No_2_of_2019_State_Finances_Government_of_Rajasthan.pdf,,2026-07-22T13:11:50Z,2/2019
Rajasthan,"Report No.1 of 2019 - Revenue Sector, Government of Rajasthan",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/52121,/webroot/uploads/download_audit_report/2019/Report_No_1_of_2019_Revenue_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:11:50Z,1/2019
Rajasthan,Report No.1 of 2018 - General and Social Sector Government of Rajasthan,,,General Sector Ministries and Constitutional Bodies,2017-18,https://cag.gov.in/en/audit-report/details/46728,/webroot/uploads/download_audit_report/2018/Report_No_1_of_2018_-_General_and_Social_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:12:23Z,1/2018
Rajasthan,Report No.2 of 2018 - Local Bodies Government of Rajasthan,,,Local Bodies,2017-18,https://cag.gov.in/en/audit-report/details/46715,/webroot/uploads/download_audit_report/2018/Report_No_2_of_2018_-_Local_Bodies_Government_of_Rajasthan.pdf,,2026-07-22T13:12:23Z,2/2018
Rajasthan,Report No.6 of 2017 - Revenue Sector Government of Rajasthan,,Financial,Taxes and Duties,2016-17,https://cag.gov.in/en/audit-report/details/44603,/webroot/uploads/download_audit_report/2017/Report_No6_of_2017_-_Revenue_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:12:59Z,6/2017
Rajasthan,Report No.7 of 2017 - State Finances Government of Rajasthan,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/44531,/webroot/uploads/download_audit_report/2017/Report_No7_of_2017_-_State_Finances_Government_of_Rajasthan.pdf,,2026-07-22T13:12:59Z,7/2017
Rajasthan,Report No.4 of 2017 - Public Sector Undertakings Government of Rajasthan,,Compliance,Industry and Commerce,2016-17,https://cag.gov.in/en/audit-report/details/44515,/webroot/uploads/download_audit_report/2017/Report_No4_of_2017_-_Public_Sector_Undertakings_Government_of_Rajasthan.pdf,,2026-07-22T13:12:59Z,4/2017
Rajasthan,Report No.5 of 2017 - Economic Sector Government of Rajasthan,,,Environment and Sustainable Development,2016-17,https://cag.gov.in/en/audit-report/details/44508,/webroot/uploads/download_audit_report/2017/Report_No5_of_2017_-_Economic_Sector_Government_of_Rajasthan.pdf,,2026-07-22T13:12:59Z,5/2017
Rajasthan,Report No.3 of 2017 - Local Bodies Government of Rajasthan,,,Local Bodies,2016-17,https://cag.gov.in/en/audit-report/details/34004,/webroot/uploads/download_audit_report/2017/Report_No.3_of_2017_-_Local_Bodies_Government_of_Rajasthan.pdf,,2026-07-22T13:13:07Z,3/2017
Rajasthan,Report No 7 of 2016 - Revenue Sector Rajasthan,,Financial,Taxes and Duties,2016-17,https://cag.gov.in/en/audit-report/details/28719,/webroot/uploads/download_audit_report/2017/Rajasthan_Report_No_7_of_2016_on_Revenue_Sector.pdf,,2026-07-22T13:13:32Z,7/2016
Rajasthan,Report No 1 of 2017 - Economic Sector Rajasthan,,,Power & Energy,2016-17,https://cag.gov.in/en/audit-report/details/28550,/webroot/uploads/download_audit_report/2017/Rajasthan_Report_No_1_of_2017_on_Economic_Sector.pdf,,2026-07-22T13:13:40Z,1/2017
Rajasthan,Report No 2 of 2017 - General and Social Sector Rajasthan,,,Social Welfare,2016-17,https://cag.gov.in/en/audit-report/details/28511,/webroot/uploads/download_audit_report/2017/Rajasthan_Report_No_2_of_2017_on_General_and_Social_Sector.pdf,,2026-07-22T13:13:40Z,2/2017
Rajasthan,Report No 6 of 2016 - State Finances Rajasthan,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/28381,/webroot/uploads/download_audit_report/2017/Rajasthan_Report_No_6_of_year_2016_State_Finances.pdf,,2026-07-22T13:13:44Z,6/2016
Rajasthan,Report no 5 of 2016 - PSUs Rajasthan,,,Finance,2015-16,https://cag.gov.in/en/audit-report/details/28536,/webroot/uploads/download_audit_report/2016/Rajasthan_Report_no_5_of_2016_on_PSUs_0.pdf,,2026-07-22T13:14:04Z,5/2016
Rajasthan,Report 3 of  2016 - Performance Compliance  Rajasthan,,,General Sector Ministries and Constitutional Bodies,2015-16,https://cag.gov.in/en/audit-report/details/24620,/webroot/uploads/download_audit_report/2016/Rajasthan_Report_No_3_of_the_year_2016.pdf,,2026-07-22T13:14:16Z,
Rajasthan,Report No 4 of 2016 - Local Bodies Rajasthan,,,Local Bodies,2015-16,https://cag.gov.in/en/audit-report/details/24605,/webroot/uploads/download_audit_report/2016/Report_No_4_of_2016_Local_Bodies_Government_of_Rajasthan.pdf,,2026-07-22T13:14:19Z,4/2016
Rajasthan,Report No 1 of 2016 - Revenue Sector of Government of Rajasthan,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/20832,/webroot/uploads/download_audit_report/2016/Rajasthan_Revenue_Sector_Report_1_2016.PDF,,2026-07-22T13:14:41Z,1/2016
Rajasthan,Report No 5 of 2015 - Public Sector Undertakings Government of Rajasthan,,Compliance,Power & Energy,2014-15,https://cag.gov.in/en/audit-report/details/20783,/webroot/uploads/download_audit_report/2015/Rajasthan_PSU_Report_ 5_ 2015.pdf,,2026-07-22T13:15:10Z,5/2015
Rajasthan,Report 2016 - State Finances Government of Rajasthan,,Financial,Finance,2014-15,https://cag.gov.in/en/audit-report/details/20693,/webroot/uploads/download_audit_report/2015/Rajasthan_State_Finances_Report_2016_1.pdf,,2026-07-22T13:15:14Z,
Rajasthan,Report of 2015 - Financial Audit on State Finances of Government of Rajasthan,,Financial,Finance,2014-15,https://cag.gov.in/en/audit-report/details/8770,/webroot/uploads/download_audit_report/2015/Rajasthan_State_Finance_2015.pdf,,2026-07-22T13:15:28Z,
Rajasthan,Report No. 2 of 2015 - Financial Audit on Revenue Sector of Government of Rajasthan,,Financial,Taxes and Duties,2014-15,https://cag.gov.in/en/audit-report/details/8743,/webroot/uploads/download_audit_report/2015/Rajasthan_Revenue_Sector_2_2015.pdf,,2026-07-22T13:15:28Z,2/2015
Rajasthan,Report No. 1 of 2015 - Compliance and Performance Audit on General and Social Sector of Government of Rajasthan,,Performance,Social Infrastructure,2014-15,https://cag.gov.in/en/audit-report/details/8719,/webroot/uploads/download_audit_report/2015/Rajasthan_General_Social_1_2015.pdf,,2026-07-22T13:15:28Z,1/2015
Rajasthan,Report No. 6 of 2014 -Performance and Compliance Audit on Public Sector Undertakings of Government of Rajasthan,,Compliance,Finance,2013-14,https://cag.gov.in/en/audit-report/details/8757,/webroot/uploads/download_audit_report/2014/Rajasthan_Public_Sector_Undertakings_6_2014.pdf,,2026-07-22T13:16:02Z,6/2014
Rajasthan,Report of 2014 - Financial Audit on State Finances of Government of Rajasthan,,Financial,Finance,2013-14,https://cag.gov.in/en/audit-report/details/8701,/webroot/uploads/download_audit_report/2014/Rajasthan_State_Finance_2014.pdf,,2026-07-22T13:16:02Z,
Rajasthan,Report No. 4 of 2014 - Financial Audit on Revenue Sector of Government of Rajasthan,,Financial,Taxes and Duties,2013-14,https://cag.gov.in/en/audit-report/details/8671,/webroot/uploads/download_audit_report/2014/Rajasthan_Revenue_Sector_4_2014.pdf,,2026-07-22T13:16:02Z,4/2014
Rajasthan,Report No. 3 of 2014 - Performance and Compliance Audit on Economic Sector of Government of Rajasthan,,Compliance,Transport & Infrastructure,2013-14,https://cag.gov.in/en/audit-report/details/8653,/webroot/uploads/download_audit_report/2014/Rajasthan_Economic_Sector_3_2014.pdf,,2026-07-22T13:16:02Z,3/2014
Rajasthan,Report No. 2 of 2014 - Compliance Audit on General and Social Sector of Government of Rajasthan,,Compliance,Social Infrastructure,2013-14,https://cag.gov.in/en/audit-report/details/8636,/webroot/uploads/download_audit_report/2014/Rajasthan_General_Social_Sector_2_2014.pdf,,2026-07-22T13:16:02Z,2/2014
Rajasthan,Report No. 1 of 2014 - Performance Audit on Public Sector Undertakings of Government of Rajasthan,,Performance,Finance,2013-14,https://cag.gov.in/en/audit-report/details/8624,/webroot/uploads/download_audit_report/2014/Rajasthan_Public_Sector_Undertakings_1_2014.pdf,,2026-07-22T13:16:09Z,1/2014
Rajasthan,Report No. 3 of 2013 - Performance and Compliance Audit on Economic Sector of Government of Rajasthan,,Compliance,Transport & Infrastructure,2012-13,https://cag.gov.in/en/audit-report/details/8578,/webroot/uploads/download_audit_report/2013/Rajasthan_Economic_Sector_3_2013.pdf,,2026-07-22T13:30:56Z,3/2013
Rajasthan,Report No.2 of 2013 - Financial Audit on Revenue Sector of Government of Rajasthan,,Financial,Taxes and Duties,2012-13,https://cag.gov.in/en/audit-report/details/8565,/webroot/uploads/download_audit_report/2013/Rajasthan_Revenue_Sector_2_2013.pdf,,2026-07-22T13:30:56Z,2/2013
Rajasthan,Report No.1 of 2013 - Performance and Compliance Audit on General and Social Sector of Government of Rajasthan,,Compliance,Social Infrastructure,2012-13,https://cag.gov.in/en/audit-report/details/8549,/webroot/uploads/download_audit_report/2013/Rajasthan_General_Social_Sector_1_2013.pdf,,2026-07-22T13:30:56Z,1/2013
Rajasthan,Report No. 2 of 2012 - Performance Audit on Public Sector Undertakings of Government of Rajasthan,,Performance,Finance,2011-12,https://cag.gov.in/en/audit-report/details/8525,/webroot/uploads/download_audit_report/2012/Rajasthan_Public_Sector_Undertakings_2012.pdf,,2026-07-22T13:41:58Z,2/2012
Rajasthan,Report No. 1 of 2012 - Financial Audit on State Finances of Government of Rajasthan,,Financial,Finance,2011-12,https://cag.gov.in/en/audit-report/details/8495,/webroot/uploads/download_audit_report/2012/Rajasthan_State_Finance_1_2012.pdf,,2026-07-22T13:41:58Z,1/2012
Rajasthan,Report of 2011 – Financial Audit on State Finance of Government of Rajasthan,,Financial,Finance,2010-11,https://cag.gov.in/en/audit-report/details/8484,/webroot/uploads/download_audit_report/2011/Rajasthan_State_Finance_2011.pdf,,2026-07-22T13:42:32Z,
Rajasthan,Report No. 6 of 2011 - Performance Audit on Revenue Receipts of Government of Rajasthan,,Performance,Taxes and Duties,2010-11,https://cag.gov.in/en/audit-report/details/8435,/webroot/uploads/download_audit_report/2011/Rajasthan_Stamp_Duty_Registration_Fees_6_2011-12.pdf,,2026-07-22T13:42:32Z,6/2011
