seq,candidate_name,notes
471,HARMINDER SINGH GILL,no_estamp_cert; no_pending_cases_count; no_movable_totals
472,HARMINDER SINGH,no_estamp_cert; no_pending_cases_count; no_movable_totals
473,HARMINDER SINGH JASSI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
474,HARMINDER SINGH JASSI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
475,HARMINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
476,HARMIT SINGH PATHANMAJRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
477,HARMOHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
478,HARNEK SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
479,HARPAL SINGH BALER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
480,HARPAL SINGH CHEEMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
481,HARPAL SINGH CHEEMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
482,HARPAL SINGH CHEEMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
483,HARPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
484,HARPAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
485,HARPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
486,HARPARTAP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
487,HARPARTAP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
488,HARPREET KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
489,HARPREET KAUR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
490,HARPREET SINGH GARCHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
491,HARPREET SINGH GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
492,HARPREET SINGH HERO,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
493,HARPREET SINGH MAKHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
494,HARPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
495,HARPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
496,HARPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
497,HARPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
498,HARPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
499,HARPRITPAL SIGH VIRK,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
500,HARSHIT KUMAR SHEETAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
501,HARSIMRAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
502,HARVINDER SINGH LADDI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
503,HARWINDER SINGH RAHUL NIJJAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
504,HASAN MOHAMMAD,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
505,INDERBIR SINGH BOLARIA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
506,INDERBIR SINGH NIJJAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
507,INDERJEET SINGH DHOLAN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
508,INDERJIT KAUR MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
509,INDERJIT KAUR MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
510,INDERJIT KAUR MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
511,INDERJIT KAUR MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
512,INDERJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
513,INDERPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
514,INDER DEV PANDEY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
515,INDU BALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
516,INDU BALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
517,IQBAL SINGH JHUNDAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
518,IQBAL SINGH JHUNDAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
519,IQBAL SINGH LALPURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
520,IQBAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
521,ISHWARJOT SINGH CHEEMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
522,JAGANDEEP KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
523,JAGBIR SINGH BRAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
524,JAGDEEP KAMBOJ,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
525,JAGDEEP SINGH CHEEMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
526,JAGDEEP SINGH GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
527,JAGDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
528,JAGDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
529,JAGDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
530,JAGDEEP SINGH  KAKA BRAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
531,JAGDEEP SINGH  KAKA BRAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
532,JAGDEEP SINGH  R O VILLAGE MAJRI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
533,JAGDEV SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
534,JAGDISH KUMAR JAGGA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
535,JAGDISH KUMAR JASSAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
536,JAGDISH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
537,JAGDISH MASIH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
538,JAGDISH RAI SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
539,JAGDISH SINGH ATWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
540,JAGJIT SINGH MILKHA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
541,JAGJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
542,JAGJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
543,JAGMEET SINGH BRAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
544,JAGMOHAN SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
545,JAGMOHAN SINGH RAJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
546,JAGNEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
547,JAGPAL SINGH ABULKHURANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
548,JAGPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
549,JAGRAJ SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
550,JAGROOP SINGH GILL,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
551,JAGROOP SINGH GILL,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
552,Jagroop Singh,movable_self_only; no_estamp_cert
553,Jagroop Singh,movable_self_only; no_estamp_cert
554,Jagroop Singh,movable_self_only; no_estamp_cert
555,JAGROOP SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
556,JAGSEER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
557,JAGSEER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
558,JAGTAR SINGH DIYALPURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
559,JAGTAR SINGH JAGGA HISSOWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
560,JAGTAR SINGH JAGGA HISSOWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
561,JAGTAR SINGH RAJEANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
562,JAGTAR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
563,JAGTAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
564,JAGWINDER PAL SINGH  JAGGA MAJITHIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
565,JAIMAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
566,JAI KRISHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
567,JANAK RAJ,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
568,JANAK RAJ,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
569,JANG BAHADUR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
570,JANMEJA SINGH SEKHON,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
571,JARNAIL NANGAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
572,JARNAIL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
573,JASBIR KAUR BEERO,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
574,JASBIR SINGH CHAHAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
575,JASBIR SINGH MANN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
576,JASBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
577,JASDEEP KAUR YADU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
578,JASDEEP SINGH NIKKU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
579,JASDEV SINGH URF JASLEEN PATIALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
580,JASHANDEEP SINGH JOSHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
581,JASKARANJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
582,JASKARAN SINGH KAHAN SINGH WALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
583,JASKARAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
584,JASKARAN TOOT GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
585,JASMEET SINGH RANDHAWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
586,JASMEET SINGH RANDHAWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
587,JASPAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
588,JASPAL SINGH  HARMAN TIWANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
589,JASSAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
590,JASVEER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
591,JASVINDER SINGH DHIMAN S O DARSHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
592,JASVIR CHANDER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
593,JASVIR SINGH GARHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
594,JASVIR SINGH JASSI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
595,JASVIR SINGH RAJA GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
596,JASVIR SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
597,JASWANT SINGH SOHAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
598,JASWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
599,JASWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
600,JASWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
601,JASWINDER KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
602,JASWINDER SINGH DHIMAN S O AMARJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
603,JASWINDER SINGH JASSI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
604,JASWINDER SINGH SANGHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
605,JASWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
606,JASWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
607,JASWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
608,JASWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
609,JASWINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
610,JASWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
611,JATHEDAR HIRA SINGH GABRIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
612,JATINDERBIR SINGH PANNU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
613,JATINDER KUMAR SHARMA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
614,JATINDER PAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
615,JATINDER SINGH THIND,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
616,JATINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
617,JATINDER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
618,JEETA RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
619,JEEVAN JYOT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
620,JEEVAN JYOT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
621,JEEVAN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
622,JIT LAL BHATTI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
623,JIT LAL BHATTI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
624,JIT LAL BHATTI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
625,JIWAN DASS BAWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
626,JIWAN SINGH SANGOWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
627,JOGINDER PAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
628,JOGINDER SINGH MAAN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
629,JOGINDER SINGH MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
630,JOGINDER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
631,JUGRAJ PAL SINGH SAHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
632,JUGRAJ SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
633,JUGRAJ SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
634,JUGRAJ SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
635,JYOTI TIWARI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
636,KABIR DASS,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
637,KAKA RANDEEP SINGH NABHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
638,KALA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
639,KAMALJEET CHAWLA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
640,KAMALJEET CHAWLA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
641,KAMALJEET SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
642,KAMALJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
643,KAMALJIT SINGH KARWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
644,KAMALJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
645,KAMAL DEEP SINGH SAINI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
646,KAMIL AMAR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
647,KANWARJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
648,KANWARVEER SINGH TOHRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
649,KANWAR NARINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
650,KANWAR VISHWADEEP SINGH SALARIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
651,KARAMBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
652,KARAMJIT SINGH BABLU JOSH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
653,KARAMJIT SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
654,KARAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
655,KARAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
656,KARAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
657,KARAM CHAND,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
658,KARAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
659,KARANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
660,KARANJIT SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
661,KARANVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
662,KARAN KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
663,KARAN KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
664,KARNAIL SINGH IKOLAHA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
665,KARNAIL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
666,KARTAR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
667,KASHMIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
668,KASHMIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
669,KASHMIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
670,KHUSHI RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
671,KRISHAN KUMAR ALIAS KRISHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
672,KRISHAN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
673,KRISHAN LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
674,KRISHAN SINGH CHOUHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
675,KRISHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
676,KUDRATPAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
677,KULBIR SINGH BISHT,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
678,KULBIR SINGH MATTA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
679,KULBIR SINGH ZIRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
680,KULBIR SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
681,KULDEEP KUMAR ALIAS DEEP KAMBOJ,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
682,KULDEEP KUMAR ALIAS DEEP KAMBOJ,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
683,KULDEEP SINGH DALLA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
684,KULDEEP SINGH DHALIWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
685,KULDEEP SINGH DHALIWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
686,KULDEEP SINGH DHALIWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
687,KULDEEP SINGH DHALIWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
688,KULDEEP SINGH NOOR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
689,KULDEEP SINGH VAID  BULARA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
690,KULDEEP SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
691,KULDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
692,KULDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
693,KULDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
694,KULDIP SINGH BAZIDPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
695,KULDIP SINGH LUBANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
696,KULDIP SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
697,KULDIP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
698,KULJIT SINGH NAGRA,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
699,KULJIT SINGH NAGRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
700,KULJIT SINGH RANDHAWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
701,Kuljit Singh,no_estamp_cert; no_pending_cases_count; no_movable_totals
702,KULTAR SINGH SANDHWAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
703,KULWANT SINGH,movable_self_only; no_estamp_cert; no_pending_cases_count
704,KULWANT SINGH BAZIGAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
705,KULWANT SINGH,movable_self_only; no_estamp_cert; no_pending_cases_count
706,KULWANT SINGH JOSSAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
707,KULWANT SINGH JOSSAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
708,KULWANT SINGH KEETU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
709,KULWANT SINGH KOTLA GUJRAN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
710,KULWANT SINGH PANDORI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
