seq,candidate_name,notes
1191,SUBHASH GORIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1192,SUCHA LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1193,SUCHA RAM LADHAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1194,SUCHA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1195,SUKHBIR SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1196,SUKHBIR SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1197,SUKHBIR SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1198,SUKHBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1199,SUKHCHAIN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1200,SUKHCHAIN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1201,SUKHDEV SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1202,SUKHDEV SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1203,SUKHJINDER KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1204,SUKHJINDER RAJ SINGH  LALLI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1205,SUKHJINDER RAJ SINGH  LALLI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1206,SUKHJINDER SINGH RANDHAWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1207,SUKHJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1208,SUKHJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1209,SUKHJIT SINGH KAKA LOHGARH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1210,SUKHJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1211,SUKHMINDER SINGH PINTU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1212,SUKHMINDER SINGH PINTU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1213,SUKHMIT SINGH KHANNA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1214,SUKHPAL SINGH BHULLAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1215,SUKHPAL SINGH BHULLAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1216,SUKHPAL SINGH KHAIRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1217,SUKHPAL SINGH KHAIRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1218,SUKHPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1219,SUKHRAJ SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count
1220,SUKHVEER SINGH MAISERKHANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1221,SUKHVEER SINGH MAISERKHANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1222,SUKHVEER SINGH MAISERKHANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1223,SUKHVEER SINGH MAISERKHANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1224,SUKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1225,SUKHWANT SINGH TILLU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1226,SUKHWINDER KUMAR SUKHI DR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1227,SUKHWINDER KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1228,SUKHWINDER SINGH KOTLI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1229,SUKHWINDER SINGH MIRZAPURI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1230,SUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1231,SUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1232,SUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1233,SUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1234,SUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1235,SUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1236,SUKHWINDER SINGH  DANNY  BANDALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1237,SUKHWINDER SINGH  DANNY  BANDALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1238,SULAKHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1239,SUNAINA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1240,SUNDAR LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1241,SUNIL BABBAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1242,SUNIL DUTTI,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1243,SUNIL KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1244,SUNIL KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1245,SUNITA RANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1246,SUNNY GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1247,SUNNY JASSAL,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1248,SUNNY KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1249,SUNNY SINGH JAFFARPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1250,SUPINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1251,SURAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1252,SURESH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1253,SURESH SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1254,SURINDER KAUR BAINS,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1255,SURINDER KUMAR BEDI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1256,SURINDER MAHEY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1257,SURINDER MEGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1258,SURINDER SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1259,SURINDER SINGH HEER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1260,SURINDER SINGH KHALSA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1261,SURINDER SINGH KHERKI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1262,SURINDER SINGH SAHOTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1263,SURINDER SINGH SODHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1264,SURINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1265,SURINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1266,SURINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1267,SURJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1268,SURJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1269,SURJIT KUMAR JYANI,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1270,SURJIT SINGH BHURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1271,SURJIT SINGH GAGRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1272,SURJIT SINGH RAKHRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1273,SURJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1274,SURJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1275,SURJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1276,SUSHEEL KUMAR SHARMA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1277,SUSHIL KUMAR RINKU,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1278,SUTANTARDEEP SINGH BADGUJRAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1279,SWARAN SINGH MOMI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1280,TAJINDER SINGH GUMBER  RINKU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1281,TAJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1282,TAJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1283,TALBIR SINGH GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1284,TARLOCHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1285,TARSEM LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1286,TARSEM SINGH SIALKA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1287,TARUNPREET SINGH SOND,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1288,TARUNVEER SINGH AHLUWALIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1289,TARUN JAIN BAWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1290,TARUN MEHTA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1291,TEJA SINGH KALABULA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count
1292,TEJINDER KAUR TEJI SANDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1293,TEJINDER SINGH DEOL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1294,TEJWINDERPAL SINGH SAINI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1295,THOMES,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1296,TIKSHAN SUD,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1297,TRIPT RAJINDER SINGH BAJWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1298,VAID BALWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1299,VANDANA SANGWAL,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1300,VARINDER KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1301,VARINDER SINGH BHINDER  VICKY BHINDER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1302,VARINDER SINGH SEKHON,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1303,VIBHUTI SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1304,VIJAY KUMAR TREHAN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1305,VIJAY KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1306,VIJAY KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1307,VIJAY KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1308,VIJAY SAMPLA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1309,VIJAY SAMPLA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1310,VIJAY SHARMA TINKU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1311,VIJAY SYAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1312,VIKAS SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1313,VIKRAMJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1314,VIKRAMJIT SINGH CHAUDHARY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1315,VIKRAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1316,VIKRAM SINGH BAJWA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1317,VINOD KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1318,VIPAN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1319,VIRINDER SINGH PARHAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1320,VIRSA SINGH VALTOHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1321,VIRSA SINGH VALTOHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1322,VIRU SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1323,VIR SINGH LOPOKE,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
1324,VISHAL JOSHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1325,VISHNU SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1326,WAZIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1327,WINNERJIT SINGH GOLDY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1328,YADWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert
1329,YADWINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1330,YOGESH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1331,YOG RAJ SAHOTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1332,YUDHVIR SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
